Target,Pair,Lag,Model,RMSE,MAE,R2,Spearman,Train_Time,Optimized,Run_Mode
target_115,FX_ZARGBP - JPX_Gold_Standard_Futures_Close,2,ElasticNet,0.015467538531625628,0.011985930902513127,-0.002089097598239942,0.049255349623747495,0.0064868927001953125,True,OPTIMIZED
target_115,FX_ZARGBP - JPX_Gold_Standard_Futures_Close,2,XGBoost,0.015490467160745692,0.01201934262660061,-0.005062235061106035,0.0,0.2113497257232666,True,OPTIMIZED
target_115,FX_ZARGBP - JPX_Gold_Standard_Futures_Close,2,LightGBM,0.015859449072248944,0.012154679713826106,-0.05351352959585398,0.058185301664258934,0.4325113296508789,True,OPTIMIZED
target_116,LME_ZS_Close - FX_USDJPY,2,Ridge,0.022492307067224847,0.01784343417661525,-0.05647377409137633,0.02942126611059241,0.0078582763671875,False,OPTIMIZED
target_116,LME_ZS_Close - FX_USDJPY,2,Lasso,0.021935288459372104,0.017493355658772147,-0.004794878297886607,0.22398706780144909,0.0064547061920166016,False,OPTIMIZED
target_116,LME_ZS_Close - FX_USDJPY,2,RandomForest,0.023047139376982672,0.018117935102485827,-0.10923807684380127,0.08647751911665985,0.4016387462615967,False,OPTIMIZED
target_116,LME_ZS_Close - FX_USDJPY,2,ElasticNet,0.02175468520133698,0.01737247003499004,0.011682878030813137,0.22717202036023937,0.0036187171936035156,True,OPTIMIZED
target_117,LME_CA_Close - FX_ZAREUR,2,Ridge,0.017135644158800294,0.012576608076726968,-0.047863802921007004,-0.050308001347747024,0.00737309455871582,False,OPTIMIZED
target_117,LME_CA_Close - FX_ZAREUR,2,Lasso,0.01673668188080762,0.012154725090281988,0.0003621507421065484,0.17946974899497684,0.009084939956665039,False,OPTIMIZED
target_117,LME_CA_Close - FX_ZAREUR,2,RandomForest,0.0172643929405215,0.012678990970505358,-0.06366922171428913,0.04309369671062277,0.40058279037475586,False,OPTIMIZED
target_117,LME_CA_Close - FX_ZAREUR,2,ElasticNet,0.016738174229993175,0.01215809537461991,0.00018387463571933882,0.18392528748935819,0.004317760467529297,True,OPTIMIZED
target_117,LME_CA_Close - FX_ZAREUR,2,XGBoost,0.01674309467329518,0.012146739720735135,-0.00040403436518121616,0.0,0.21203994750976562,True,OPTIMIZED
target_117,LME_CA_Close - FX_ZAREUR,2,LightGBM,0.017092778938277955,0.01242541891477342,-0.0426278477141937,-0.03493828398881678,0.38741636276245117,True,OPTIMIZED
target_118,FX_EURCAD - LME_ZS_Close,2,Ridge,0.020849738096807145,0.01655715617022676,-0.03780716558322994,0.17138223803167205,0.005948781967163086,False,OPTIMIZED
target_118,FX_EURCAD - LME_ZS_Close,2,Lasso,0.02047525450944833,0.0163098284165646,-0.0008617096841689875,0.0,0.0051381587982177734,False,OPTIMIZED
target_118,FX_EURCAD - LME_ZS_Close,2,RandomForest,0.020501069610027515,0.01630559786997178,-0.003387063739120233,0.13504759553185852,0.38793492317199707,False,OPTIMIZED
target_118,FX_EURCAD - LME_ZS_Close,2,ElasticNet,0.02038448456168818,0.016232354303692513,0.007992567866061728,0.19316095546004725,0.0039501190185546875,True,OPTIMIZED
target_118,FX_EURCAD - LME_ZS_Close,2,XGBoost,0.020474639377011307,0.016309789323564788,-0.0008015733616413279,0.0,0.32459354400634766,True,OPTIMIZED
target_118,FX_EURCAD - LME_ZS_Close,2,LightGBM,0.02118713682196936,0.01683417927600074,-0.0716673498201581,0.1087793887298513,4.383169889450073,True,OPTIMIZED
target_119,LME_CA_Close - FX_CADCHF,2,Ridge,0.01792048150541389,0.01342309059597549,-0.055739188697793596,-0.054008389982432986,0.007907629013061523,False,OPTIMIZED
target_119,LME_CA_Close - FX_CADCHF,2,Lasso,0.017475627320210355,0.012982073902173714,-0.003974870747185388,0.17391856776636397,0.006780385971069336,False,OPTIMIZED
target_119,LME_CA_Close - FX_CADCHF,2,RandomForest,0.018265743644600565,0.013698247709906273,-0.09681153675876275,0.0451243193748923,0.3379397392272949,False,OPTIMIZED
