Target,Model,Best_CV_Spearman,N_Trials
target_235,LightGBM,0.078746656004561,10
target_236,ElasticNet,0.14290600397476516,10
target_236,XGBoost,0.11879228411062732,10
target_236,LightGBM,0.10907937389777526,10
target_237,ElasticNet,0.03689860836182863,10
target_237,XGBoost,0.060785898237971,10
target_237,LightGBM,0.07741104673826812,10
target_238,ElasticNet,0.030641714455650736,10
target_238,XGBoost,0.018812528900840803,10
target_238,LightGBM,0.03038554916964253,10
target_239,ElasticNet,0.12203222289389827,10
target_239,XGBoost,0.0,10
target_239,LightGBM,0.05521365570441123,10
target_240,ElasticNet,0.10097591630936796,10
target_240,XGBoost,0.0,10
target_240,LightGBM,0.02052310129250439,10
target_241,ElasticNet,0.067525185763031,10
target_241,XGBoost,0.04213295165027561,10
target_241,LightGBM,0.03768834374521196,10
target_242,ElasticNet,0.08853446228580296,10
target_242,XGBoost,0.0,10
target_242,LightGBM,0.02146047080267252,10
target_243,ElasticNet,0.10211561380959532,10
target_243,XGBoost,0.013412803516978511,10
target_243,LightGBM,0.02065704313053431,10
target_244,ElasticNet,0.08871396477508532,10
target_244,XGBoost,0.07387684521647635,10
target_244,LightGBM,0.054828845692370655,10
target_245,ElasticNet,0.14952837051102286,10
target_245,XGBoost,0.0,10
target_245,LightGBM,0.07230846427789447,10
target_246,ElasticNet,0.02962335317416569,10
target_246,XGBoost,0.027721602497649638,10
target_246,LightGBM,0.047519350973839726,10
target_247,ElasticNet,0.10121294592186182,10
target_247,XGBoost,0.08336456154792055,10
target_247,LightGBM,0.14512547094242748,10
target_248,ElasticNet,0.07108965783301394,10
target_248,XGBoost,0.0,10
target_248,LightGBM,0.03563535087044321,10
target_249,ElasticNet,0.12659379011896252,10
target_249,XGBoost,0.027608920959809713,10
target_249,LightGBM,0.07723533229385193,10
target_250,ElasticNet,0.016490995078015627,10
target_250,XGBoost,0.0,10
target_250,LightGBM,0.055799043763507195,10
target_251,ElasticNet,0.0,10
target_251,XGBoost,0.021410691328605593,10
target_251,LightGBM,0.0035456108313089985,10
target_252,ElasticNet,0.03127336932027562,10
target_252,XGBoost,0.0,10
target_252,LightGBM,0.0677041558306775,10
target_253,ElasticNet,0.08424401518888891,10
target_253,XGBoost,0.0,10
target_253,LightGBM,0.013008127064969026,10
target_254,ElasticNet,0.1935403294111351,10
target_254,XGBoost,0.03614921053873871,10
target_254,LightGBM,0.011882729474693703,10
target_255,ElasticNet,0.14901613560703683,10
target_255,XGBoost,0.03752116651854781,10
target_255,LightGBM,0.11253604399623464,10
target_256,ElasticNet,0.15610712529340473,10
target_256,XGBoost,0.057027971561048864,10
target_256,LightGBM,0.03963379011678892,10
target_257,ElasticNet,0.14685000849721408,10
target_257,XGBoost,0.05656973533335081,10
target_257,LightGBM,0.0993791058930867,10
target_258,ElasticNet,0.0805218404400692,10
target_258,XGBoost,0.0,10
target_258,LightGBM,0.07008429166358553,10
target_259,ElasticNet,0.039856808818383264,10
target_259,XGBoost,0.0,10
target_259,LightGBM,0.08017315217342937,10
target_260,ElasticNet,0.11836326193778829,10
target_260,XGBoost,0.019314614837735316,10
target_260,LightGBM,0.034284221827020275,10
target_261,ElasticNet,0.029532499011557592,10
target_261,XGBoost,0.05703277194479639,10
target_261,LightGBM,0.05026502900001765,10
target_262,ElasticNet,0.20519847234542976,10
target_262,XGBoost,0.0,10
target_262,LightGBM,0.046823063146784416,10
target_263,ElasticNet,0.06113879267962633,10
target_263,XGBoost,0.04342910710763389,10
target_263,LightGBM,0.1045654287963718,10
target_264,ElasticNet,0.08861396813997209,10
target_264,XGBoost,0.050691604921592644,10
target_264,LightGBM,0.1184132501118413,10
target_265,ElasticNet,0.04201755671983066,10
target_265,XGBoost,0.02026708334194089,10
target_265,LightGBM,-0.01865605397394082,10
target_266,ElasticNet,0.06793586395817781,10
target_266,XGBoost,0.021273391608171155,10
target_266,LightGBM,0.007107510832260495,10
target_267,ElasticNet,0.1302099684345622,10
target_267,XGBoost,0.0,10
target_267,LightGBM,-0.00132260549432512,10
target_268,ElasticNet,0.12618770206560234,10
target_268,XGBoost,0.0,10
target_268,LightGBM,0.037274992719281155,10
target_269,ElasticNet,0.06352951774810563,10
target_269,XGBoost,0.003279419682094877,10
target_269,LightGBM,0.048919930765569386,10
target_270,ElasticNet,0.05096819941749727,10
target_270,XGBoost,0.05381303972256311,10
target_270,LightGBM,0.028928385989618884,10
target_271,ElasticNet,0.05414002818805148,10
target_271,XGBoost,0.04690758169947245,10
target_271,LightGBM,0.016189677405559846,10
target_272,ElasticNet,0.13453442291666887,10
target_272,XGBoost,0.06480596927913375,10
target_272,LightGBM,0.09437737420135812,10
target_273,ElasticNet,0.028060505763981045,10
target_273,XGBoost,0.0,10
target_273,LightGBM,0.04204188271824844,10
target_274,ElasticNet,0.0006856269286538499,10
target_274,XGBoost,0.0,10
target_274,LightGBM,0.04432315219321322,10
target_275,ElasticNet,0.15240313023353422,10
target_275,XGBoost,0.0,10
target_275,LightGBM,0.03653921403864339,10
target_276,ElasticNet,-0.014269461476309734,10
target_276,XGBoost,0.07422418784613857,10
target_276,LightGBM,0.08636251983241595,10
target_277,ElasticNet,0.1449009614426399,10
target_277,XGBoost,0.0,10
target_277,LightGBM,0.057037134202853064,10
target_278,ElasticNet,0.13449102437702973,10
target_278,XGBoost,0.02822685079528137,10
target_278,LightGBM,0.08768641824902346,10
target_279,ElasticNet,0.11002114778837695,10
target_279,XGBoost,0.031012049959520782,10
target_279,LightGBM,0.049740638956490446,10
target_280,ElasticNet,0.007438046241972286,10
target_280,XGBoost,0.0,10
target_280,LightGBM,0.0236781667126492,10
target_281,ElasticNet,0.001198042997860391,10
target_281,XGBoost,0.0,10
target_281,LightGBM,0.03504063967989879,10
target_282,ElasticNet,0.030719616284912016,10
target_282,XGBoost,0.0,10
target_282,LightGBM,0.023781010783532137,10
target_283,ElasticNet,0.10493882411644123,10
target_283,XGBoost,0.0,10
target_283,LightGBM,0.10119461469208761,10
target_284,ElasticNet,0.09311907562877658,10
target_284,XGBoost,0.0,10
target_284,LightGBM,0.016676821776828145,10
target_285,ElasticNet,0.10713701510677154,10
target_285,XGBoost,0.0,10
target_285,LightGBM,0.04522153621729349,10
target_286,ElasticNet,0.025144104497524872,10
target_286,XGBoost,0.0,10
target_286,LightGBM,0.08603816172654738,10
target_287,ElasticNet,0.15748025078956093,10
target_287,XGBoost,0.0,10
target_287,LightGBM,0.07765453692483248,10
target_288,ElasticNet,0.03681773438201738,10
target_288,XGBoost,0.0,10
target_288,LightGBM,0.08103357490575883,10
target_289,ElasticNet,0.011548661387544306,10
target_289,XGBoost,0.0,10
target_289,LightGBM,0.024158038766367098,10
target_290,ElasticNet,0.10930039350675658,10
target_290,XGBoost,0.0251264493511488,10
target_290,LightGBM,0.07162368226337901,10
target_291,ElasticNet,0.09386179155071434,10
target_291,XGBoost,0.0,10
target_291,LightGBM,0.09909969388437274,10
target_292,ElasticNet,0.07076616871842262,10
target_292,XGBoost,0.04091417245648452,10
target_292,LightGBM,0.06797689526042004,10
target_293,ElasticNet,0.03217776848343685,10
target_293,XGBoost,0.0,10
target_293,LightGBM,0.09533396824788919,10
target_294,ElasticNet,0.0038717197166315367,10
target_294,XGBoost,0.03559356329114761,10
target_294,LightGBM,0.04932141699034868,10
target_295,ElasticNet,0.0,10
target_295,XGBoost,0.02596153843163054,10
target_295,LightGBM,0.05162733582324624,10
target_296,ElasticNet,0.07724475071413846,10
target_296,XGBoost,0.0,10
target_296,LightGBM,0.07994515910935325,10
target_297,ElasticNet,0.09036440923762916,10
target_297,XGBoost,0.017193400242937435,10
target_297,LightGBM,0.01911050693144176,10
target_298,ElasticNet,0.058672575667828776,10
target_298,XGBoost,0.0621103268022499,10
target_298,LightGBM,0.027856212128282338,10
target_299,ElasticNet,0.08257505416279791,10
target_299,XGBoost,0.0,10
target_299,LightGBM,0.11812222645764732,10
target_300,ElasticNet,0.08312165295637802,10
target_300,XGBoost,0.08554599755585934,10
target_300,LightGBM,0.06271483964564593,10
target_301,ElasticNet,0.014099917378934302,10
target_301,XGBoost,0.0,10
target_301,LightGBM,0.03220941291927532,10
target_302,ElasticNet,0.06925234243069114,10
target_302,XGBoost,0.0,10
target_302,LightGBM,-0.009130796759552291,10
target_303,ElasticNet,-0.012668657512149082,10
target_303,XGBoost,0.0,10
target_303,LightGBM,0.04312907808712033,10
target_304,ElasticNet,0.07278980062320903,10
target_304,XGBoost,0.0,10
target_304,LightGBM,0.05430032279413797,10
target_305,ElasticNet,0.07679496584939917,10
target_305,XGBoost,0.04177590296738495,10
target_305,LightGBM,0.05834114428336126,10
target_306,ElasticNet,0.15507398462436695,10
target_306,XGBoost,0.0,10
target_306,LightGBM,0.05920544654408341,10
target_307,ElasticNet,0.16796512080554335,10
target_307,XGBoost,0.10049142284139684,10
target_307,LightGBM,0.1087682166084462,10
target_308,ElasticNet,0.15306114983700006,10
target_308,XGBoost,0.02539297739697446,10
target_308,LightGBM,0.028576403433741935,10
target_309,ElasticNet,0.12767835362340058,10
target_309,XGBoost,0.0,10
target_309,LightGBM,0.07165813870363262,10
target_310,ElasticNet,0.09543928452282707,10
target_310,XGBoost,0.0,10
target_310,LightGBM,0.09216841337796995,10
target_311,ElasticNet,0.09622311209227809,10
target_311,XGBoost,0.0,10
target_311,LightGBM,0.07887493785147526,10
target_312,ElasticNet,0.07031570727074037,10
target_313,ElasticNet,0.04540302218830337,10
target_313,XGBoost,0.022699100153886317,10
target_313,LightGBM,0.04335719008867822,10
target_314,ElasticNet,0.015316934585151215,10
target_314,XGBoost,0.0,10
target_314,LightGBM,0.0031065683252034606,10
target_315,ElasticNet,0.12324660275181741,10
target_315,XGBoost,0.12063127949254344,10
target_315,LightGBM,0.11496868150501682,10
target_316,ElasticNet,0.07494172821084572,10
target_316,XGBoost,0.0,10
target_316,LightGBM,0.08893914933093199,10
target_317,ElasticNet,0.061266965846648,10
target_317,XGBoost,0.03280507184095962,10
target_317,LightGBM,0.04203902826299916,10
target_318,ElasticNet,0.006257690801908773,10
target_318,XGBoost,0.0,10
target_318,LightGBM,0.007703932306966525,10
target_319,ElasticNet,0.12908199332726203,10
target_319,XGBoost,0.052496562873005144,10
target_319,LightGBM,0.05688899812105929,10
target_320,ElasticNet,0.048373331558920374,10
target_320,XGBoost,0.057196867456285584,10
target_320,LightGBM,0.05888434301677178,10
target_321,ElasticNet,0.15029522690075625,10
target_321,XGBoost,0.12875099090258788,10
target_321,LightGBM,0.07194903090128783,10
target_322,ElasticNet,0.18454920817706957,10
target_322,XGBoost,0.0,10
target_322,LightGBM,0.09196454044184395,10
target_323,ElasticNet,0.053345233287979764,10
target_323,XGBoost,0.0,10
target_323,LightGBM,0.043230457900835816,10
target_324,ElasticNet,0.18738110021703427,10
target_324,XGBoost,0.0859557089282038,10
target_324,LightGBM,0.11429388221841053,10
target_325,ElasticNet,0.04832732378555462,10
target_325,XGBoost,0.022913643754919888,10
target_325,LightGBM,0.07470038934056529,10
target_326,ElasticNet,0.025790908317718932,10
target_326,XGBoost,0.015507876353261849,10
target_326,LightGBM,0.019033925924302596,10
target_327,ElasticNet,0.020650155459937453,10
target_327,XGBoost,0.07927450252295909,10
target_327,LightGBM,0.111038931530118,10
target_328,ElasticNet,0.09825363853568407,10
target_328,XGBoost,0.0,10
target_328,LightGBM,0.018787252171798673,10
target_329,ElasticNet,0.10623498890424676,10
target_329,XGBoost,0.02962348507214167,10
target_329,LightGBM,0.10305653694575367,10
target_330,ElasticNet,0.016436940957191885,10
target_330,XGBoost,0.0,10
target_330,LightGBM,-0.005641811346540006,10
target_331,ElasticNet,0.1190145416199017,10
target_331,XGBoost,0.05456617028001185,10
target_331,LightGBM,0.07898465228696315,10
target_332,ElasticNet,0.09041070767968658,10
target_332,XGBoost,0.029047100339259464,10
target_332,LightGBM,0.05871917756228301,10
target_333,ElasticNet,0.044300659282815145,10
target_333,XGBoost,0.0,10
target_333,LightGBM,0.04549278911681908,10
target_334,ElasticNet,0.09235644220571977,10
target_334,XGBoost,0.10600708293528881,10
target_334,LightGBM,0.1450134702967245,10
target_335,ElasticNet,0.0824139767696817,10
target_335,XGBoost,0.030637644195218416,10
target_335,LightGBM,0.13122477236217203,10
target_336,ElasticNet,0.05014261941321563,10
target_336,XGBoost,0.01403297414923677,10
target_336,LightGBM,0.09838480720442089,10
target_337,ElasticNet,0.04494153332801779,10
target_337,XGBoost,0.0,10
target_337,LightGBM,-0.034862208693589705,10
target_338,ElasticNet,0.04293688647893893,10
target_338,XGBoost,0.02123466285949892,10
target_338,LightGBM,0.0728765055447459,10
target_339,ElasticNet,0.1504549871896811,10
target_339,XGBoost,0.06554047729712478,10
target_339,LightGBM,0.03391936654833804,10
target_340,ElasticNet,0.061777491144007886,10
target_340,XGBoost,0.0,10
target_340,LightGBM,0.04451271608660485,10
target_341,ElasticNet,0.1304591079880553,10
target_341,XGBoost,0.0,10
target_341,LightGBM,0.07885524594586274,10
target_342,ElasticNet,0.15854291503090923,10
target_342,XGBoost,0.04285997242873583,10
target_342,LightGBM,0.11694492555110746,10
target_343,ElasticNet,0.2308186829513187,10
target_343,XGBoost,0.11064513732825713,10
target_343,LightGBM,0.15443023118210628,10
target_344,ElasticNet,0.15203313408503805,10
target_344,XGBoost,0.04289457412057984,10
target_344,LightGBM,0.11157842540854407,10
target_345,ElasticNet,0.17277053749557392,10
target_345,XGBoost,0.0,10
target_345,LightGBM,0.10321300833595733,10
target_346,ElasticNet,0.02223050990373594,10
target_346,XGBoost,0.0,10
target_346,LightGBM,0.0660606815947052,10
target_347,ElasticNet,0.0,10
target_347,XGBoost,0.0,10
target_347,LightGBM,-0.031092003965271574,10
target_348,ElasticNet,0.09218545283370665,10
target_348,XGBoost,0.0,10
target_348,LightGBM,0.024004344741157996,10
target_349,ElasticNet,0.0,10
target_349,XGBoost,0.10036496857259358,10
target_349,LightGBM,0.07859940088711177,10
target_350,ElasticNet,0.07789682877171183,10
target_350,XGBoost,0.05098299114042093,10
target_350,LightGBM,0.07749524228509712,10
target_351,ElasticNet,0.038509928403788245,10
target_351,XGBoost,0.0,10
target_351,LightGBM,0.0558384275576764,10
target_352,ElasticNet,0.13968054974950095,10
target_352,XGBoost,0.06258669813383803,10
target_352,LightGBM,0.12451674657030255,10
target_353,ElasticNet,0.09378519412821758,10
target_353,XGBoost,0.0,10
target_353,LightGBM,0.043219595660606014,10
target_354,ElasticNet,0.18763493608440077,10
target_354,XGBoost,0.09377139992285148,10
target_354,LightGBM,0.12329839023556699,10
target_355,ElasticNet,0.0988657231684154,10
target_355,XGBoost,0.03609581767785267,10
target_355,LightGBM,0.03001703992660647,10
target_356,ElasticNet,0.006825205752781495,10
target_356,XGBoost,0.0,10
target_356,LightGBM,0.08372251319503549,10
target_357,ElasticNet,0.1595003828121184,10
target_357,XGBoost,0.02690643572779437,10
target_357,LightGBM,0.11552124999790292,10
target_358,ElasticNet,0.0,10
target_358,XGBoost,0.0,10
target_358,LightGBM,0.019876279138772362,10
target_359,ElasticNet,0.07489602974859898,10
target_359,XGBoost,0.033349168277862294,10
target_359,LightGBM,0.01571002135778131,10
target_360,ElasticNet,0.10070216137226984,10
target_360,XGBoost,0.0,10
target_360,LightGBM,0.022103278160909054,10
target_361,ElasticNet,0.038117567343858884,10
target_361,XGBoost,0.0,10
target_361,LightGBM,-0.004879407650575013,10
target_362,ElasticNet,0.02597470700480407,10
target_362,XGBoost,0.011795336183321773,10
target_362,LightGBM,0.038521268559471696,10
target_363,ElasticNet,0.13741008667965982,10
target_363,XGBoost,0.057127896755783066,10
target_363,LightGBM,0.05742749678986491,10
target_364,ElasticNet,0.07915592442260601,10
target_364,XGBoost,0.0,10
target_364,LightGBM,-0.013916636029981994,10
target_365,ElasticNet,0.07936156027050441,10
target_365,XGBoost,0.07726831982289172,10
target_365,LightGBM,0.08017725203546901,10
target_366,ElasticNet,0.19091972555123524,10
target_366,XGBoost,0.18375984430329942,10
target_366,LightGBM,0.09431792016722358,10
target_367,ElasticNet,0.1596007685244485,10
target_367,XGBoost,0.0,10
target_367,LightGBM,0.08139409069136523,10
target_368,ElasticNet,0.23892649554795695,10
target_368,XGBoost,0.04935100592260253,10
target_368,LightGBM,0.05036180626799206,10
target_369,ElasticNet,0.059500047823390745,10
target_369,XGBoost,0.015284335682104298,10
target_369,LightGBM,0.015320813388752137,10
target_370,ElasticNet,0.14437236857415525,10
target_370,XGBoost,0.0,10
target_370,LightGBM,0.043012936609933,10
target_371,ElasticNet,0.2512017009848555,10
target_371,XGBoost,0.0,10
target_371,LightGBM,0.028511408242198805,10
target_372,ElasticNet,0.23950272697704786,10
target_372,XGBoost,0.018294828547711074,10
target_372,LightGBM,0.0527912784616446,10
target_373,ElasticNet,0.08015715271181124,10
target_373,XGBoost,0.04218125933612024,10
target_373,LightGBM,0.04916909545993778,10
target_374,ElasticNet,0.1279852125059264,10
target_374,XGBoost,0.0,10
target_374,LightGBM,0.12461635935119525,10
target_375,ElasticNet,0.21842206146588702,10
target_375,XGBoost,0.022419185122246398,10
target_375,LightGBM,0.029033233752475934,10
target_376,ElasticNet,0.1954128743567779,10
target_376,XGBoost,0.0,10
target_376,LightGBM,0.12110057523421312,10
target_377,ElasticNet,0.07677616648199789,10
target_377,XGBoost,0.0,10
target_377,LightGBM,0.03797527994151125,10
target_378,ElasticNet,0.01642956766478876,10
target_378,XGBoost,0.0,10
target_378,LightGBM,0.06961461575479493,10
target_379,ElasticNet,0.07121665355960773,10
target_379,XGBoost,0.05021286410308789,10
target_379,LightGBM,0.03180132562864422,10
target_380,ElasticNet,0.08225823201049286,10
target_380,XGBoost,0.0,10
target_380,LightGBM,0.017763186319335742,10
target_381,ElasticNet,0.1920951036144826,10
target_381,XGBoost,0.0,10
target_381,LightGBM,0.04162354341949113,10
target_382,ElasticNet,0.04250547672061491,10
target_382,XGBoost,0.0,10
target_382,LightGBM,0.05172275764393503,10
target_383,ElasticNet,0.041478372175368296,10
target_383,XGBoost,0.0,10
target_383,LightGBM,0.035585836996341706,10
target_384,ElasticNet,0.09043650681154579,10
target_384,XGBoost,0.003336832965914827,10
target_384,LightGBM,0.03900629068225855,10
target_385,ElasticNet,0.1485649092433651,10
target_385,XGBoost,0.0017667724240128882,10
target_385,LightGBM,0.033324637986817306,10
target_386,ElasticNet,0.16952377033087532,10
target_386,XGBoost,0.0,10
target_386,LightGBM,0.0696771576801553,10
target_387,ElasticNet,0.14735006384036722,10
target_387,XGBoost,0.022828790634417274,10
target_387,LightGBM,0.05285927621146685,10
target_388,ElasticNet,0.09953580062030913,10
target_388,XGBoost,0.0,10
target_388,LightGBM,0.043105357385312605,10
target_389,ElasticNet,0.040312193494688904,10
target_389,XGBoost,0.04974203873087133,10
target_389,LightGBM,0.07245048824902457,10
target_390,ElasticNet,0.06793729086213975,10
target_390,XGBoost,0.02226862050914955,10
target_390,LightGBM,0.09224711309528467,10
target_391,ElasticNet,0.09782775809594008,10
target_391,XGBoost,7.934273931913098e-05,10
target_391,LightGBM,0.026733902055257972,10
target_392,ElasticNet,0.010734564995786148,10
target_392,XGBoost,0.0,10
target_392,LightGBM,-0.012452002712783433,10
target_393,ElasticNet,0.05062134659168719,10
target_393,XGBoost,0.014151661282885149,10
target_393,LightGBM,-0.019443295733098585,10
target_394,ElasticNet,0.10877178982927226,10
target_394,XGBoost,0.047705284882803844,10
target_394,LightGBM,0.0889647563359493,10
target_395,ElasticNet,0.08719861576657946,10
target_395,XGBoost,0.02889172227261429,10
target_395,LightGBM,0.06762935848521714,10
target_396,ElasticNet,0.08172180006142794,10
target_396,XGBoost,0.10659959119135558,10
target_396,LightGBM,0.13959954847468714,10
target_397,ElasticNet,5.494815099471903e-05,10
target_397,XGBoost,0.08817402958068958,10
target_397,LightGBM,0.08612838344995082,10
target_398,ElasticNet,0.01667532829393597,10
target_398,XGBoost,0.0,10
target_398,LightGBM,0.04931195397717084,10
target_399,ElasticNet,0.15998438822236913,10
target_399,XGBoost,0.12034921289087269,10
target_399,LightGBM,0.11503773439929005,10
target_400,ElasticNet,0.01685112453714063,10
target_400,XGBoost,0.039642039606717146,10
target_400,LightGBM,-0.0411688352634364,10
target_401,ElasticNet,0.1034202699079176,10
target_401,XGBoost,0.048033933658132404,10
target_401,LightGBM,0.03329294543904001,10
target_402,ElasticNet,0.23180789004801783,10
target_402,XGBoost,0.0,10
target_402,LightGBM,0.044700346753035525,10
target_403,ElasticNet,0.022555320926334943,10
target_403,XGBoost,0.0,10
target_403,LightGBM,0.03154667466568356,10
target_404,ElasticNet,0.010857666600326088,10
target_404,XGBoost,0.10920201331621837,10
target_404,LightGBM,0.06768051425083145,10
target_405,ElasticNet,0.0782775294655179,10
target_405,XGBoost,0.022491312624917586,10
target_405,LightGBM,0.10450793107243683,10
target_406,ElasticNet,0.2128699552722886,10
target_407,ElasticNet,0.24388655143183158,10
target_408,ElasticNet,0.14778560534160498,10
target_408,XGBoost,0.028349419533801143,10
target_408,LightGBM,0.08200762989523742,10
target_409,ElasticNet,0.16275168446944463,10
target_409,XGBoost,0.07218863468840972,10
target_409,LightGBM,0.04654442635445575,10
target_410,ElasticNet,0.14086168360352572,10
target_410,XGBoost,0.11077403815069455,10
target_410,LightGBM,0.13867284823079254,10
target_411,ElasticNet,0.15473214326337922,10
target_411,XGBoost,0.07711892586088717,10
target_411,LightGBM,0.12180625121964646,10
target_412,ElasticNet,0.11420430702506862,10
target_412,XGBoost,0.0,10
target_412,LightGBM,0.10453603109522097,10
target_413,ElasticNet,0.03897532886348225,10
target_413,XGBoost,0.0,10
target_413,LightGBM,0.002842484489549707,10
target_414,ElasticNet,0.06076796805007464,10
target_414,XGBoost,0.0,10
target_414,LightGBM,0.09862071412507911,10
target_415,ElasticNet,0.18042637503204328,10
target_415,XGBoost,0.0,10
target_415,LightGBM,0.05322760549421249,10
target_416,ElasticNet,-0.03508226948163195,10
target_416,XGBoost,0.0,10
target_416,LightGBM,0.05309487308483698,10
target_417,ElasticNet,0.20293581675115568,10
target_417,XGBoost,0.0018543841805951581,10
target_417,LightGBM,0.10146515660145787,10
target_418,ElasticNet,0.08884996540611166,10
target_418,XGBoost,0.0,10
target_418,LightGBM,0.11872022332133907,10
target_419,ElasticNet,0.10355172493614918,10
target_419,XGBoost,0.06317870566937865,10
target_419,LightGBM,0.08488165632279397,10
target_420,ElasticNet,0.03601515054273443,10
target_420,XGBoost,0.020922267242844766,10
target_420,LightGBM,0.05443792855933788,10
target_421,ElasticNet,0.06780366840655812,10
target_421,XGBoost,0.0,10
target_421,LightGBM,0.03881993733584377,10
target_422,ElasticNet,0.20117340429755978,10
target_422,XGBoost,0.023395590391938687,10
target_422,LightGBM,0.029262996596427688,10
target_423,ElasticNet,0.16503219666658217,10
target_423,XGBoost,0.08810148538501679,10
target_423,LightGBM,0.12002524243826068,10
